"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
55400,5,535802.361,6791500.782,2,162.92333984375,NA,NA,"STN55400",50
55425,11,535774.424,6791492.5075,2,162.979995727539,NA,162.880004882812,"STN55425",53
55450,16,535754.1145,6791477.0975,2,162.889999389648,NA,NA,"STN55450",55
55475,16,535737.55,6791458.3725,2,162.830001831055,NA,NA,"STN55475",56
55500,17,535720.237,6791440.3105,2,162.963333129883,NA,NA,"STN55500",57
55525,13,535706.669,6791418.9335,2,162.889999389648,NA,NA,"STN55525",56
55550,3,535697.595,6791393.5785,2,162.910003662109,NA,NA,"STN55550",51
55575,-4,535691.864,6791369.849,2,162.860000610352,NA,NA,"STN55575",NA
55600,-4,535691.2535,6791349.408,2,162.922500610352,NA,NA,"STN55600",47
55625,5,535694.6615,6791324.313,2,162.774993896484,NA,NA,"STN55625",51
55650,5,535704.1195,6791305.5885,2,162.869995117188,177.156661987305,NA,"STN55650",51
55675,0,535715.2955,6791283.962,2,163.066665649414,174.25,NA,"STN55675",48
55700,2,535725.92,6791262.206,2,162.949996948242,165.380004882812,NA,"STN55700",52
55725,-4,535740.922,6791242.5345,2,163.08332824707,164.460006713867,NA,"STN55725",49
55750,-14,535752.203,6791217.563,2,162.960006713867,173.470001220703,NA,"STN55750",44
55775,-42,535775.511,6791182.572,2,163.225006103516,NA,NA,"STN55775",30
55800,-98,535797.002,6791108.1305,2,162.975006103516,NA,NA,"STN55800",2
55825,-18,535707.688,6791143.707,2,163.917495727539,172.395004272461,NA,"STN55825",42
55850,-12,535679.998,6791146.919,2,163.664993286133,NA,NA,"STN55850",45
55875,-8,535653.692,6791157.3205,2,164.304992675781,NA,NA,"STN55875",47
55900,-2,535637.7045,6791177.8765,2,164.554992675781,NA,NA,"STN55900",50
55925,-2,535621.257,6791196.704,2,164.476669311523,NA,NA,"STN55925",50
55950,4,535609.327,6791219.4795,2,164.475006103516,167.410003662109,NA,"STN55950",53
55975,4,535592.8795,6791238.307,2,164.532501220703,NA,NA,"STN55975",53
56000,10,535573.4555,6791257.9445,2,164.304992675781,NA,NA,"STN56000",56
56025,12,535547.1235,6791263.6585,2,164.835006713867,NA,NA,"STN56025",57
56050,16,535517.729,6791261.7715,2,165.029998779297,NA,NA,"STN56050",59
56075,15,535494.217,6791243.1165,2,164.910003662109,NA,NA,"STN56075",NA
56100,20,535473.908,6791227.706,2,164.800003051758,NA,NA,"STN56100",61
56125,0,535472.324,6791195.72,2,164.426666259766,NA,NA,"STN56125",51
56150,-20,535470.7405,6791163.7345,2,164.705001831055,NA,NA,"STN56150",41
56175,-32,535447.879,6791133.652,2,164.552001953125,NA,NA,"STN56175",35
56200,-26,535413.493,6791133.7425,2,164.127502441406,172.307998657227,NA,"STN56200",38
56225,-2,535389.644,6791161.7805,2,164.25,173.889999389648,NA,"STN56225",50
56250,2,535372.859,6791178.2735,2,164.096664428711,NA,NA,"STN56250",52
56275,8,535353.0965,6791196.4135,2,163.888000488281,NA,NA,"STN56275",55
56300,6,535327.606,6791196.7825,2,164.330001831055,NA,NA,"STN56300",54
56325,-4,535307.1265,6791181.681,2,164.410003662109,NA,NA,"STN56325",49
56350,-4,535289.9195,6791167.4785,2,164.625,NA,NA,"STN56350",49
56375,12,535266.3355,6791148.67,2,164.779998779297,NA,NA,"STN56375",56
56400,24,535251.328,6791138.118,2,164.910003662109,NA,NA,"STN56400",63
56425,10,535250.422,6791112.044,2,164.764999389648,NA,NA,"STN56425",56
56450,8,535242.815,6791083.78,2,164.652496337891,NA,NA,"STN56450",55
56475,50,535200.7385,6791058.906,2,164.776672363281,NA,NA,"STN56475",76
56500,46,535204.301,6791056.403,2,164.761108398438,NA,NA,"STN56500",74
56525,2,535230.3705,6791017.205,2,164.522857666016,174.139999389648,NA,"STN56525",52
56550,-42,535246.7635,6790969.307,2,164.72900390625,174.631378173828,NA,"STN56550",30
56575,-34,535224.2085,6790955.8845,2,164.454803466797,NA,NA,"STN56575",34
56600,-40,535212.1395,6790933.18,2,164.657501220703,NA,NA,"STN56600",31
56625,-38,535208.776,6790931.1595,2,164.711364746094,NA,NA,"STN56625",32
56650,-28,535197.136,6790914.522,2,164.716796875,NA,NA,"STN56650",37
56675,-4,535175.1155,6790891.0965,2,164.777328491211,NA,NA,"STN56675",49
56700,-2,535182.983,6790870.5895,2,164.356674194336,168.343505859375,NA,"STN56700",50
56725,2,535196.419,6790849.13,2,164.315673828125,NA,NA,"STN56725",52
56750,2,535212.867,6790830.3025,2,164.320999145508,NA,NA,"STN56750",52
56775,-2,535224.7405,6790809.797,2,164.440002441406,NA,NA,"STN56775",50
56800,0,535229.017,6790787.1465,2,164.670425415039,NA,NA,"STN56800",51
56825,12,535234.338,6790759.6425,2,164.607330322266,180.955673217773,NA,"STN56825",57
56850,24,535241.75,6790732.919,2,164.262832641602,NA,NA,"STN56850",63
56875,10,535273.875,6790725.2995,2,164.469665527344,169.345703125,NA,"STN56875",56
56900,8,535296.79,6790718.0215,2,164.565246582031,NA,NA,"STN56900",55
56925,2,535316.914,6790711.2035,2,164.534194946289,NA,NA,"STN56925",52
56950,-4,535337.88,6790696.324,2,164.214797973633,NA,NA,"STN56950",49
56975,2,535349.8095,6790673.5485,2,164.09016418457,NA,NA,"STN56975",52
57000,8,535361.739,6790650.773,2,164.500335693359,NA,NA,"STN57000",55
57025,6,535374.7565,6790633.534,2,164.720245361328,NA,NA,"STN57025",54
57050,-14,535398.6355,6790612.355,2,164.821426391602,NA,NA,"STN57050",44
57075,-28,535412.496,6790587.197,2,164.694000244141,NA,NA,"STN57075",37
57100,-24,535394.0895,6790549.6695,2,164.26171875,164.470001220703,NA,"STN57100",39
57125,-22,535369.304,6790531.444,2,163.931671142578,NA,NA,"STN57125",40
57150,-12,535339.6165,6790530.0915,2,163.81266784668,NA,NA,"STN57150",45
57175,-10,535324.7855,6790523.12,2,164.378997802734,NA,NA,"STN57175",46
57200,4,535297.7365,6790513.6755,2,164.688247680664,NA,NA,"STN57200",53
57225,18,535270.6875,6790504.231,2,164.481994628906,NA,NA,"STN57225",60
57250,6,535263.113,6790477.543,2,164.159332275391,NA,NA,"STN57250",54
57275,-18,535264.5265,6790442.9105,2,164.796600341797,NA,NA,"STN57275",42
57300,-44,535267.4375,6790406.946,2,164.57600402832,NA,NA,"STN57300",29
57325,-44,535267.147,6790406.741,2,164.57600402832,NA,NA,"STN57325",29
57350,0,535217.524,6790392.513,2,164.649002075195,NA,NA,"STN57350",51
57375,10,535197.599,6790378.836,2,164.643997192383,NA,NA,"STN57375",56
57400,14,535178.0405,6790362.7715,2,164.711502075195,NA,NA,"STN57400",58
57425,28,535150.9915,6790353.327,2,164.546340942383,NA,NA,"STN57425",65
57450,22,535138.923,6790330.6005,2,164.607757568359,NA,NA,"STN57450",62
57475,22,535128.8805,6790323.464,2,164.671493530273,NA,NA,"STN57475",62
57500,0,535113.145,6790298.933,2,164.602752685547,NA,NA,"STN57500",51
57525,-22,535088.079,6790277.009,2,164.667495727539,NA,NA,"STN57525",40
57550,-44,535052.394,6790259.952,2,164.464004516602,NA,NA,"STN57550",29
57575,-40,535015.175,6790288.5185,2,164.201995849609,NA,NA,"STN57575",31
57600,-22,535013.09,6790331.241,2,164.029495239258,NA,NA,"STN57600",40
57625,-8,535024.179,6790359.9055,2,164.132995605469,173.184753417969,NA,"STN57625",46
57650,-4,535028.255,6790384.893,2,164.300338745117,NA,NA,"STN57650",49
57675,-10,535022.331,6790409.911,2,164.423629760742,167.363006591797,NA,"STN57675",46
57700,-14,535018.407,6790434.923,2,164.63166809082,NA,NA,"STN57700",44
57725,-16,535016.483,6790459.929,2,164.552200317383,NA,NA,"STN57725",43
57750,-14,535018.559,6790484.923,2,164.370193481445,NA,NA,"STN57750",44
57775,-10,535020.2975,6790506.7815,2,164.609603881836,NA,NA,"STN57775",46
57800,-8,535013.29,6790524.6115,2,164.644714355469,NA,NA,"STN57800",47
57825,0,534999.9935,6790542.4045,2,164.501007080078,NA,NA,"STN57825",51
57850,4,534976.409,6790549.558,2,164.323745727539,NA,NA,"STN57850",53
57875,2,534951.403,6790547.634,2,164.377502441406,NA,NA,"STN57875",52
57900,0,534926.397,6790545.71,2,164.540664672852,NA,NA,"STN57900",51
57925,2,534901.403,6790547.786,2,164.68049621582,NA,NA,"STN57925",52
57950,0,534877.4995,6790543.4055,2,164.6943359375,NA,NA,"STN57950",51
57975,0,534857.821,6790531.624,2,164.483993530273,NA,NA,"STN57975",51
58000,4,534838.263,6790515.5455,2,164.339996337891,178.376403808594,NA,"STN58000",53
58025,12,534815.709,6790502.1145,2,164.539993286133,174.188507080078,NA,"STN58025",57
58050,8,534802.143,6790480.7395,2,164.774749755859,170.287750244141,NA,"STN58050",55
58075,6,534789.088,6790458.409,2,164.725006103516,NA,NA,"STN58075",54
58100,10,534778.928,6790432.724,2,164.745498657227,NA,NA,"STN58100",56
58125,28,534760.8525,6790407.778,2,164.697143554688,NA,NA,"STN58125",65
58150,32,534756.777,6790382.79,2,164.684753417969,NA,NA,"STN58150",67
58175,30,534758.7015,6790357.784,2,164.565994262695,NA,NA,"STN58175",66
58200,30,534758.626,6790332.784,2,164.686752319336,NA,NA,"STN58200",66
58225,20,534770.2715,6790305.7375,2,164.560501098633,NA,NA,"STN58225",61
58250,20,534784.7995,6790273.7875,2,164.504501342773,NA,NA,"STN58250",61
58275,22,534790.886,6790259.515,2,164.551498413086,NA,NA,"STN58275",62
58300,28,534790.713,6790237.6365,2,164.520751953125,NA,NA,"STN58300",65
58325,30,534806.2725,6790203.1275,2,164.567245483398,NA,NA,"STN58325",66
58350,42,534813.685,6790176.4045,2,164.503005981445,170.765502929688,NA,"STN58350",72
58375,44,534828.627,6790156.2615,2,164.425994873047,NA,NA,"STN58375",73
58400,42,534846.581,6790138.75,2,164.524002075195,NA,NA,"STN58400",72
58425,30,534872.065,6790127.8185,2,164.410995483398,NA,NA,"STN58425",66
58450,16,534899.0545,6790118.2035,2,164.381500244141,NA,NA,"STN58450",59
58475,8,534929.2685,6790109.2095,2,164.418243408203,NA,NA,"STN58475",55
58500,12,534945.2155,6790098.403,2,164.417663574219,168.453994750977,NA,"STN58500",57
58525,12,534961.095,6790084.748,2,164.554504394531,NA,NA,"STN58525",57
58550,30,534990.692,6790053.873,2,164.364501953125,173.904998779297,NA,"STN58550",66
58575,30,534989.6875,6790054.368,2,164.388000488281,NA,NA,"STN58575",66
58600,18,535009.7885,6790046.8615,2,164.290603637695,NA,NA,"STN58600",60
58625,4,535026.4495,6790032.9915,2,164.223602294922,NA,NA,"STN58625",53
58650,-14,535031.868,6790001.8855,2,164.146392822266,NA,NA,"STN58650",44
58675,-8,535015.904,6789987.8925,2,164.030746459961,NA,NA,"STN58675",47
58700,8,534994.2175,6789969.6645,2,164.101425170898,NA,NA,"STN58700",55
58725,12,534983.003,6789955.1945,2,164.51286315918,NA,NA,"STN58725",57
58750,12,534968.7565,6789930.2775,2,164.528335571289,NA,NA,"STN58750",57
58775,14,534962.685,6789903.058,2,164.551666259766,NA,NA,"STN58775",58
58800,18,534959.6435,6789876.9965,2,164.466003417969,167.396255493164,NA,"STN58800",60
58825,30,534964.166,6789837.0955,2,164.399993896484,NA,NA,"STN58825",66
58850,40,534962.0005,6789821.9675,2,164.449996948242,NA,NA,"STN58850",71
58875,48,534958.189,6789805.7885,2,164.473999023438,NA,NA,"STN58875",75
58900,56,534973.589,6789755.906,2,164.414001464844,NA,NA,"STN58900",79
58925,64,534984.0125,6789731.8145,2,164.440002441406,NA,NA,"STN58925",83
58950,86,534983.894,6789698.511,2,164.39599609375,NA,NA,"STN58950",94
58975,72,534985.0795,6789732.1235,2,164.417495727539,NA,NA,"STN58975",87
59000,62,535010.036,6789678.9665,2,163.907165527344,NA,NA,"STN59000",82
59025,32,535053.557,6789669.961,2,164.094497680664,174.148498535156,NA,"STN59025",67
59050,8,535088.0765,6789666.9255,2,164.277755737305,NA,NA,"STN59050",55
59075,0,535102.9265,6789653.385,2,163.916427612305,174.777877807617,NA,"STN59075",51
59100,-12,535104.2365,6789626.6865,2,163.680999755859,NA,NA,"STN59100",45
59125,0,535085.469,6789613.323,2,163.960998535156,NA,NA,"STN59125",51
59150,28,535063.3405,6789579.113,2,164.067001342773,NA,NA,"STN59150",65
59175,34,535076.2925,6789548.245,2,163.735000610352,NA,NA,"STN59175",68
59200,20,535121.636,6789540.742,2,164.272201538086,NA,NA,"STN59200",61
59225,24,535147.142,6789536.2025,2,164.145751953125,177.01692199707,NA,"STN59225",63
59250,16,535172.166,6789544.126,2,163.932006835938,NA,NA,"STN59250",59
59275,4,535196.512,6789563.4065,2,163.974334716797,NA,NA,"STN59275",53
59300,4,535215.173,6789579.223,2,163.764404296875,NA,NA,"STN59300",53
59325,-4,535233.396,6789594.715,2,164.066253662109,168.180328369141,NA,"STN59325",49
59350,-8,535248.289,6789605.2665,2,164.149002075195,NA,NA,"STN59350",47
59375,6,535275.496,6789610.157,2,164.134338378906,NA,NA,"STN59375",54
59400,2,535294.548,6789619.3035,2,164.253005981445,NA,NA,"STN59400",52
59425,-26,535322.6205,6789645.2275,2,164.251403808594,NA,NA,"STN59425",38
59450,-26,535358.2925,6789625.456,2,164.200393676758,NA,NA,"STN59450",38
59475,-14,535363.9405,6789592.3075,2,164.039505004883,NA,NA,"STN59475",44
59500,-10,535361.533,6789563.02,2,164.021499633789,NA,NA,"STN59500",46
59525,-46,535375.34,6789513.8955,2,162.570007324219,NA,NA,"STN59525",28
59550,-44,535372.6895,6789513.3435,2,162.429336547852,NA,NA,"STN59550",29
59575,-2,535325.3605,6789500.2895,2,162.83528137207,NA,NA,"STN59575",50
59600,0,535311.494,6789480.4445,2,162.696334838867,162.796005249023,NA,"STN59600",51
59625,10,535287.442,6789468.3375,2,162.804992675781,NA,NA,"STN59625",56
59650,6,535273.876,6789446.9625,2,162.593002319336,163.266494750977,NA,"STN59650",54
59675,-6,535266.302,6789420.2915,2,162.765502929688,NA,NA,"STN59675",48
59700,-6,535249.74,6789401.5645,2,162.779998779297,NA,NA,"STN59700",48
59725,-4,535231.68,6789384.1615,2,162.760498046875,166.455001831055,NA,"STN59725",49
59750,-8,535218.114,6789362.7865,2,162.621002197266,163.770004272461,NA,"STN59750",47
59775,-12,535204.5485,6789341.411,2,162.787338256836,NA,NA,"STN59775",45
59800,-10,535186.489,6789324.0075,2,162.662994384766,NA,NA,"STN59800",46
59825,8,535157.3235,6789325.21,2,162.735992431641,NA,NA,"STN59825",55
59850,4,535136.5295,6789318.0265,2,162.761245727539,170.19450378418,NA,"STN59850",53
59875,-16,535111.47,6789298.103,2,162.561248779297,NA,NA,"STN59875",43
59900,-8,535086.494,6789306.179,2,162.65299987793,NA,NA,"STN59900",47
59925,-6,535061.5,6789308.2555,2,162.580001831055,188.184005737305,NA,"STN59925",47
59950,8,535036.542,6789322.332,2,162.602493286133,NA,NA,"STN59950",55
59975,2,535011.524,6789316.408,2,162.527755737305,NA,NA,"STN59975",52
60000,-26,534985.888,6789288.813,2,162.632507324219,171.585708618164,NA,"STN60000",38
60025,-36,534938.9865,6789300.906,2,162.550003051758,NA,NA,"STN60025",33
60050,-18,534936.594,6789337.048,2,162.610000610352,NA,NA,"STN60050",42
60075,-16,534932.007,6789367.828,2,162.356002807617,163.085006713867,NA,"STN60075",43
60100,-4,534944.083,6789392.792,2,162.470001220703,NA,NA,"STN60100",49
60125,-6,534942.159,6789417.798,2,162.470001220703,NA,NA,"STN60125",48
60150,2,534944.173,6789441.5865,2,162.395004272461,NA,NA,"STN60150",52
60175,2,534929.5995,6789461.1425,2,162.330001831055,NA,NA,"STN60175",52
60200,4,534907.174,6789472.6055,2,162.113998413086,NA,NA,"STN60200",53
60225,2,534887.8495,6789479.225,2,162.238006591797,NA,NA,"STN60225",52
60250,-4,534866.2145,6789489.964,2,162.332504272461,NA,NA,"STN60250",49
60275,-4,534846.168,6789495.5665,2,162.407501220703,178.24333190918,NA,"STN60275",49
60300,4,534822.5255,6789505.277,2,162.391662597656,179.052352905273,NA,"STN60300",53
60325,-6,534797.4695,6789508.504,2,162.353332519531,172.737503051758,NA,"STN60325",48
60350,-8,534780.1745,6789518.8235,2,162.440002441406,NA,NA,"STN60350",47
60375,4,534763.676,6789538.598,2,162.348327636719,174.106674194336,NA,"STN60375",53
60400,-4,534740.379,6789546.0125,2,162.419998168945,NA,NA,"STN60400",49
60425,-10,534721.9805,6789549.9015,2,162.195007324219,NA,NA,"STN60425",46
60450,-28,534699.13,6789533.563,2,161.690002441406,179.695007324219,NA,"STN60450",37
60475,-50,534674.064,6789511.6385,2,162.123336791992,NA,NA,"STN60475",26
60500,-42,534649.088,6789519.714,2,161.983337402344,NA,NA,"STN60500",30
60525,-38,534641.5625,6789522.3645,2,162.207992553711,171.906661987305,NA,"STN60525",32
60550,-22,534624.0565,6789528.665,2,161.572494506836,179.99333190918,NA,"STN60550",40
60575,-6,534595.5115,6789520.529,2,162.202850341797,NA,NA,"STN60575",48
60600,6,534569.801,6789512.457,2,162.378005981445,NA,NA,"STN60600",54
60625,-2,534551.871,6789498.4545,2,162.115005493164,NA,NA,"STN60625",50
60650,-14,534526.835,6789486.5295,2,162.007507324219,NA,NA,"STN60650",44
60675,-4,534501.865,6789496.6045,2,161.759994506836,175.423843383789,NA,"STN60675",48
60700,-6,534476.5965,6789505.6855,2,161.676666259766,177.602493286133,NA,"STN60700",47
60725,-12,534455.388,6789520.3705,2,161.815002441406,NA,NA,"STN60725",45
60750,-12,534438.94,6789539.1975,2,162.072860717773,NA,NA,"STN60750",45
60775,-14,534420.986,6789556.7085,2,162.205001831055,NA,NA,"STN60775",44
60800,-12,534406.141,6789576.0445,2,162.467498779297,NA,NA,"STN60800",45
60825,-4,534393.914,6789589.2565,2,162.417999267578,NA,NA,"STN60825",49
60850,2,534368.932,6789595.331,2,162.059997558594,NA,NA,"STN60850",52
60875,8,534343.95,6789601.4055,2,162.092498779297,NA,NA,"STN60875",55
60900,8,534318.95,6789601.4805,2,162.160003662109,NA,NA,"STN60900",55
60925,-2,534298.1355,6789585.1375,2,162.13200378418,NA,NA,"STN60925",50
60950,4,534276.245,6789573.2965,2,161.839996337891,NA,NA,"STN60950",53
60975,7,534257.438,6789556.554,2,161.786666870117,NA,NA,"STN60975",53
61000,7,534240.8775,6789537.8255,2,161.787994384766,NA,NA,"STN61000",52
61025,4,534226.564,6789517.111,2,161.860000610352,167.369995117188,NA,"STN61025",53
61050,12,534207.746,6789494.8535,2,161.817993164062,172.898742675781,NA,"STN61050",57
61075,28,534189.959,6789468.904,2,161.955001831055,162.880004882812,NA,"STN61075",65
61100,18,534203.2425,6789440.5955,2,162.081665039062,NA,NA,"STN61100",60
61125,-2,534233.249,6789425.3415,2,162.389999389648,NA,NA,"STN61125",50
61150,8,534234.541,6789401.401,2,162.095001220703,171.306671142578,NA,"STN61150",55
61175,-2,534246.7415,6789378.932,2,161.973327636719,177.005004882812,NA,"STN61175",50
61200,6,534238.667,6789353.956,2,162.089996337891,NA,NA,"STN61200",54
61225,8,534236.5005,6789329.053,2,161.907501220703,NA,NA,"STN61225",55
61250,0,534236.091,6789307.1435,2,161.880004882812,173.567504882812,NA,"STN61250",51
61275,0,534217.96,6789291.9145,2,161.835006713867,167.679992675781,161.759994506836,"STN61275",50
61300,2,534195.6155,6789288.087,2,161.866668701172,167.626663208008,NA,"STN61300",50
61325,9,534170.637,6789295.161,2,162.070007324219,NA,NA,"STN61325",53
61350,4,534145.7585,6789289.028,2,161.770004272461,NA,NA,"STN61350",52
61375,10,534118.4055,6789281.1535,2,161.794998168945,NA,161.789993286133,"STN61375",56
61400,14,534101.3995,6789273.0985,2,161.914993286133,NA,NA,"STN61400",58
61425,2,534085.4935,6789253.718,2,162.139999389648,NA,NA,"STN61425",52
61450,-8,534073.076,6789233.3955,2,162,171.110000610352,NA,"STN61450",47
61475,10,534045.45,6789236.998,2,161.860000610352,NA,NA,"STN61475",56
61500,14,534023.318,6789239.046,2,161.957504272461,NA,NA,"STN61500",55
61525,3,533998.285,6789228.12,1,162.029998779297,NA,NA,"STN61525",50
61550,-3,533976.7505,6789217.5855,1,161.839996337891,NA,NA,"STN61550",48
61575,4,533953.893,6789208.7275,1,161.889999389648,NA,NA,"STN61575",52
61600,8,533934.3375,6789192.6465,1,161.869995117188,NA,161.860000610352,"STN61600",55
61625,-1,533926.6195,6789167.334,1,162.199996948242,NA,NA,"STN61625",47
61650,-2,533921.357,6789145.25,1,162.017501831055,174,NA,"STN61650",46
61675,-2,533912.4435,6789122.1195,1,161.979995727539,NA,NA,"STN61675",48
61700,-2,533899.2495,6789102.66,1,162.162506103516,NA,NA,"STN61700",47
61725,3,533889.212,6789080.522,1,161.940002441406,NA,NA,"STN61725",50
61750,13,533879.1385,6789055.5525,1,161.945007324219,174.226669311523,NA,"STN61750",55
61775,12,533875.1035,6789040.7605,1,161.919998168945,NA,NA,"STN61775",55
61800,13,533859.0005,6789022.9645,1,161.865005493164,NA,NA,"STN61800",56
61825,7,533846.9355,6789000.263,1,162.007507324219,NA,NA,"STN61825",53
61850,-2,533833.5455,6788980.9375,1,161.896667480469,179.288330078125,NA,"STN61850",49
61875,-13,533809.461,6788966.4675,1,161.809997558594,172.875,161.990005493164,"STN61875",42
61900,-18,533784.446,6788961.541,1,162.009994506836,170.382507324219,NA,"STN61900",39
61925,-10,533759.47,6788969.6145,1,162.135711669922,175.671432495117,NA,"STN61925",42
61950,0,533734.5,6788979.688,1,161.955718994141,180.561660766602,NA,"STN61950",48
61975,5,533709.515,6788984.7615,1,161.861434936523,NA,NA,"STN61975",51
62000,4,533684.512,6788983.8345,1,161.860000610352,NA,NA,"STN62000",50
62025,1,533659.707,6788980.352,1,162.279998779297,175.660003662109,NA,"STN62025",49
62050,3,533636.9715,6788971.4565,1,162.182861328125,NA,NA,"STN62050",49
62075,8,533617.095,6788961.73,1,162.117492675781,177.008575439453,161.889999389648,"STN62075",52
62100,4,533598.67,6788949.98,1,161.929992675781,174.625,NA,"STN62100",49
62125,-1,533581.1585,6788932.963,1,161.884994506836,NA,NA,"STN62125",47
62150,2,533562.3525,6788916.219,1,161.904998779297,162.149993896484,NA,"STN62150",50
62175,-1,533548.041,6788895.503,1,162.160003662109,177.684997558594,NA,"STN62175",49
62200,-5,533534.4785,6788874.125,1,162.270004272461,175.217498779297,162.009994506836,"STN62200",45
62225,-2,533513.3425,6788860.904,1,161.913330078125,NA,NA,"STN62225",46
62250,-7,533493.1895,6788847.374,1,162.130004882812,169.121994018555,NA,"STN62250",43
62275,-9,533478.6655,6788835.631,1,161.880004882812,NA,NA,"STN62275",43
62300,-9,533454.5695,6788820.705,1,161.893997192383,NA,NA,"STN62300",43
62325,-8,533435.3165,6788813.9815,1,161.960006713867,NA,NA,"STN62325",45
62350,2,533411.618,6788807.066,1,161.953338623047,175.429000854492,NA,"STN62350",48
62375,6,533392.345,6788802.2215,1,161.963333129883,NA,NA,"STN62375",50
62400,-4,533367.497,6788792.1025,1,161.839996337891,175.809997558594,NA,"STN62400",49
62425,0,533342.509,6788796.175,1,161.869995117188,NA,NA,"STN62425",51
62450,4,533318.2465,6788792.5805,1,161.845993041992,NA,NA,"STN62450",53
62475,11,533294.686,6788780.403,1,161.850006103516,NA,NA,"STN62475",55
62500,8,533280.375,6788759.6865,1,161.793334960938,NA,NA,"STN62500",53
62525,-2,533268.776,6788738.1565,1,161.841247558594,NA,NA,"STN62525",50
62550,-4,533247.975,6788727.576,1,161.865997314453,174.204437255859,NA,"STN62550",49
62575,-3,533229.806,6788716.5565,1,161.789993286133,180.845001220703,NA,"STN62575",48
62600,-2,533208.32,6788704.767,1,162.029998779297,178.966659545898,NA,"STN62600",50
62625,3,533184.025,6788707.305,1,161.793334960938,169.041427612305,NA,"STN62625",50
62650,0,533159.016,6788704.377,1,161.914001464844,NA,NA,"STN62650",51
62675,-16,533133.968,6788688.449,1,161.955001831055,NA,NA,"STN62675",43
62700,-17,533116.38,6788684.66,1,161.813339233398,NA,NA,"STN62700",40
62725,-15,533102.912,6788677.6015,1,161.800003051758,NA,161.785003662109,"STN62725",41
62750,0,533071.8755,6788676.0255,1,161.854995727539,NA,161.845001220703,"STN62750",50
62775,-2,533047.847,6788671.921,1,161.820007324219,NA,NA,"STN62775",47
62800,-7,533022.832,6788666.993,1,161.800003051758,NA,NA,"STN62800",45
62825,-2,532997.847,6788672.065,1,161.983337402344,176.559997558594,161.919998168945,"STN62825",47
62850,-3,532973.6395,6788675.477,1,162.065994262695,175.581436157227,NA,"STN62850",46
62875,-18,532942.343,6788680.008,1,161.860000610352,NA,161.820007324219,"STN62875",39
62900,-28,532918.363,6788692.2535,1,161.899993896484,NA,NA,"STN62900",35
62925,-21,532907.0815,6788718.036,1,161.856674194336,NA,NA,"STN62925",38
62950,6,532923.5005,6788752.404,1,161.837997436523,NA,NA,"STN62950",52
62975,15,532932.572,6788777.377,1,161.835006713867,173.274993896484,NA,"STN62975",55
63000,13,532923.2155,6788806.576,1,161.869995117188,174.547500610352,NA,"STN63000",55
63025,-1,532896.888,6788818.7325,1,161.800003051758,NA,NA,"STN63025",48
63050,-6,532876.601,6788822.2925,1,161.977996826172,176.725006103516,NA,"STN63050",45
63075,0,532855.756,6788819.15,1,161.729995727539,NA,161.770004272461,"STN63075",48
63100,12,532830.1265,6788808.551,1,161.830001831055,NA,161.75,"STN63100",53
63125,9,532815.816,6788787.834,1,161.850006103516,NA,161.740005493164,"STN63125",52
63150,-96,532905.676,6788740.7835,1,161.789993286133,NA,161.789993286133,"STN63150",3
63175,3,532802.5525,6788739.359,1,162.014999389648,NA,NA,"STN63175",49
63200,-4,532796.176,6788715.3175,1,161.801254272461,NA,NA,"STN63200",46
63225,-15,532775.0595,6788692.1785,1,161.928329467773,NA,NA,"STN63225",39
63250,-30,532748.728,6788675.553,1,161.949996948242,NA,NA,"STN63250",36
63275,-23,532723.749,6788682.6245,1,161.860000610352,170.980529785156,NA,"STN63275",37
63300,-4,532699.385,6788707.695,1,161.774993896484,172.39111328125,NA,"STN63300",47
63325,0,532683.107,6788726.1425,1,161.856674194336,NA,NA,"STN63325",51
63350,12,532663.122,6788748.07,1,162.115005493164,NA,NA,"STN63350",57
63375,22,532637.896,6788758.6445,1,161.610000610352,NA,NA,"STN63375",62
63400,16,532606.1545,6788741.86,1,161.767501831055,175.559997558594,NA,"STN63400",57
63425,14,532588.508,6788720.3865,1,161.755004882812,176.869995117188,NA,"STN63425",58
63450,-2,532594.7415,6788689.871,1,161.711669921875,NA,NA,"STN63450",50
63475,2,532590.6705,6788664.883,1,161.774993896484,166.184005737305,NA,"STN63475",52
63500,2,532596.4795,6788641.035,1,161.649993896484,NA,NA,"STN63500",52
63525,8,532605.5315,6788616.957,1,161.92333984375,NA,NA,"STN63525",55
63550,12,532607.5355,6788600.033,1,161.912002563477,NA,NA,"STN63550",57
63575,14,532614.5445,6788569.7225,1,161.714996337891,NA,NA,"STN63575",58
63600,9,532632.2115,6788552.4905,1,161.735000610352,NA,NA,"STN63600",54
63625,4,532642.3985,6788535.129,1,161.669998168945,NA,NA,"STN63625",53
63650,14,532627.72,6788521.934,1,161.875,182.67546081543,NA,"STN63650",58
63675,-14,532632.9565,6788484.8935,1,161.678329467773,NA,NA,"STN63675",44
63700,-16,532617.8975,6788464.838,1,161.837997436523,NA,NA,"STN63700",43
63725,8,532584.389,6788470.6545,1,161.910003662109,171.202850341797,NA,"STN63725",52
63750,2,532562.969,6788461.8725,1,162.043334960938,NA,NA,"STN63750",49
63775,-7,532537.942,6788452.9435,1,162.050003051758,164.721252441406,NA,"STN63775",46
63800,-22,532512.897,6788438.014,1,161.899993896484,NA,NA,"STN63800",40
