"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
18775,-2,553495.3515,6803774.3565,6,169.220001220703,NA,NA,"STN18775",50
18800,-6,553509.3325,6803757.0375,6,169.395004272461,NA,NA,"STN18800",48
18825,-8,553522.92,6803733.295,6,169.539993286133,NA,NA,"STN18825",47
18850,-12,553528.983,6803707.652,6,169.806671142578,NA,NA,"STN18850",45
18875,-2,553518.867,6803682.702,6,169.792007446289,174.339996337891,NA,"STN18875",50
18900,-6,553522.275,6803657.6345,6,169.231430053711,NA,NA,"STN18900",48
18925,-2,553508.9475,6803634.8995,6,168.860000610352,NA,NA,"STN18925",48
18950,-7,553492.422,6803615.2995,6,168.899993896484,NA,NA,"STN18950",44
18975,-6,553466.514,6803610.095,6,168.949996948242,NA,NA,"STN18975",45
19000,-8,553441.5045,6803608.2105,6,168.979995727539,NA,NA,"STN19000",46
19025,-4,553416.525,6803612.326,6,169.440002441406,NA,NA,"STN19025",49
19050,8,553391.585,6803624.4415,6,169.643325805664,NA,NA,"STN19050",55
19075,26,553366.677,6803642.5605,6,169.533340454102,184.578002929688,NA,"STN19075",64
19100,26,553365.4385,6803643.126,6,169.559997558594,185.585006713867,NA,"STN19100",64
19125,16,553336.292,6803655.1115,6,169.315002441406,NA,NA,"STN19125",59
19150,18,553310.892,6803667.742,6,169.563339233398,NA,NA,"STN19150",60
19175,10,553294.8015,6803668.855,6,169.169998168945,184.822006225586,NA,"STN19175",56
19200,4,553269.305,6803678.9765,6,169.202850341797,NA,NA,"STN19200",53
19225,6,553244.269,6803678.8145,6,169.316665649414,NA,NA,"STN19225",54
19250,20,553213.546,6803672.2455,6,168.865005493164,169.029998779297,NA,"STN19250",61
19275,36,553184.9755,6803664.1785,6,169.470001220703,179.175720214844,NA,"STN19275",69
19300,32,553171.365,6803642.831,6,169.367492675781,NA,NA,"STN19300",67
19325,30,553156.259,6803622.8115,6,169.235000610352,192.600006103516,NA,"STN19325",66
19350,46,553122.9365,6803594.2055,6,168.747497558594,183.406997680664,NA,"STN19350",74
19375,-22,553188.654,6803565.7545,6,169.514282226562,187.364761352539,NA,"STN19375",40
19400,-34,553204.664,6803561.2525,6,168.701431274414,169.875,NA,"STN19400",34
19425,-22,553210.856,6803521.219,6,169.361663818359,NA,NA,"STN19425",40
19450,-24,553214.9835,6803493.329,6,169.229995727539,180.0625,NA,"STN19450",39
19475,-20,553207.9235,6803465.1,6,169.119995117188,181.285003662109,NA,"STN19475",41
19500,0,553177.54,6803448.5055,6,168.706665039062,169.699996948242,NA,"STN19500",50
19525,-14,553171.41,6803420.518,6,169.001434326172,NA,NA,"STN19525",44
19550,0,553144.336,6803411.1225,6,168.710006713867,180.949996948242,NA,"STN19550",51
19575,6,553123.246,6803396.415,6,168.740005493164,NA,NA,"STN19575",52
19600,17,553100.9945,6803392.0355,6,169.130004882812,173.216659545898,NA,"STN19600",56
19625,19,553093.0775,6803392.84,6,168.669998168945,NA,NA,"STN19625",58
19650,18,553082.54,6803398.5295,6,169.184997558594,181.315002441406,NA,"STN19650",57
19675,16,553054.2435,6803414.7225,6,168.690002441406,NA,NA,"STN19675",59
19700,24,553040.092,6803429.173,6,168.727493286133,181.789993286133,NA,"STN19700",63
19725,26,553029.999,6803440.0255,6,169,NA,NA,"STN19725",64
19750,18,553007.537,6803453.6125,6,169.187149047852,NA,NA,"STN19750",60
19775,18,552991.107,6803472.456,6,168.748001098633,NA,NA,"STN19775",59
19800,18,552974.6775,6803491.2995,6,168.785003662109,181.509994506836,NA,"STN19800",58
19825,14,552955.232,6803507.5145,6,168.830001831055,NA,NA,"STN19825",58
19850,14,552938.802,6803526.3575,6,169.1875,NA,NA,"STN19850",58
19875,22,552928.404,6803550.4565,6,169.354995727539,180.481994628906,NA,"STN19875",62
19900,20,552910.466,6803567.985,6,169.419998168945,186.384994506836,NA,"STN19900",61
19925,12,552888.004,6803581.5715,6,169.225006103516,185.446670532227,NA,"STN19925",56
19950,12,552871.574,6803600.4145,6,169.108337402344,176.899993896484,NA,"STN19950",57
19975,10,552853.636,6803617.9435,6,168.710006713867,180.095718383789,NA,"STN19975",56
20000,10,552837.206,6803636.7865,6,168.764999389648,NA,NA,"STN20000",56
20025,-67,552755.0375,6803625.072,6,168.653747558594,NA,168.639999389648,"STN20025",16
20050,-42,552769.922,6803658.9945,6,170.74333190918,171.059997558594,NA,"STN20050",30
20075,-70,552852.9775,6803620.6115,6,168.630004882812,186.998001098633,NA,"STN20075",16
20100,3,552781.772,6803650.392,6,169.163330078125,NA,NA,"STN20100",49
20125,12,552758.438,6803637.676,6,168.735992431641,NA,NA,"STN20125",55
20150,-3,552761.6065,6803607.91,6,168.820007324219,190.184005737305,NA,"STN20150",44
20175,2,552756.049,6803583.214,6,168.884002685547,183.822311401367,NA,"STN20175",50
20200,-4,552761.935,6803558.184,6,169.434280395508,180.36799621582,NA,"STN20200",49
20225,0,552759.9115,6803533.9825,6,169.25,169.505004882812,NA,"STN20225",51
20250,-12,552779.208,6803520.7235,6,169.160003662109,NA,NA,"STN20250",45
20275,-12,552793.0765,6803495.326,6,169.283340454102,NA,NA,"STN20275",45
20300,-10,552794.6085,6803468.252,6,169.220001220703,185.353332519531,NA,"STN20300",46
20325,-14,552798.494,6803443.232,6,168.940002441406,185.539993286133,NA,"STN20325",44
20350,-30,552814.38,6803418.152,6,169.130004882812,NA,NA,"STN20350",36
20375,-34,552818.266,6803393.1325,6,168.946670532227,NA,NA,"STN20375",34
20400,-10,552787.2145,6803365.625,6,168.703338623047,NA,NA,"STN20400",46
20425,0,552764.842,6803350.647,6,168.809997558594,NA,NA,"STN20425",51
20450,14,552742.887,6803328.717,6,168.779998779297,188.982223510742,NA,"STN20450",58
20475,12,552740.1315,6803313.0065,6,168.841247558594,NA,NA,"STN20475",57
20500,4,552733.1075,6803288.6705,6,168.622497558594,179.35856628418,NA,"STN20500",53
20525,4,552725.509,6803264.011,6,168.551422119141,NA,NA,"STN20525",53
20550,12,552717.395,6803239.051,6,168.611114501953,197.766250610352,NA,"STN20550",57
20575,10,552714.7395,6803221.279,6,168.589996337891,188.879165649414,NA,"STN20575",55
20600,-2,552710.2165,6803195.9625,6,168.528564453125,176.014999389648,NA,"STN20600",50
20625,-16,552687.6005,6803172.803,6,168.550003051758,174.293334960938,NA,"STN20625",40
20650,-13,552676.522,6803170.8975,6,168.535003662109,NA,168.5,"STN20650",41
20675,6,552645.5865,6803169.3815,6,169.067504882812,NA,NA,"STN20675",54
20700,18,552626.544,6803176.305,6,169.067993164062,NA,NA,"STN20700",60
20725,18,552599.6625,6803174.487,6,169.130004882812,NA,NA,"STN20725",60
20750,16,552570.2505,6803156.25,6,168.905715942383,NA,NA,"STN20750",59
20775,6,552564.4465,6803127.1545,6,168.505004882812,NA,NA,"STN20775",54
20800,2,552561.722,6803103.0855,6,168.646667480469,175.514999389648,NA,"STN20800",52
20825,-4,552555.7045,6803079.128,6,168.613998413086,179.181427001953,NA,"STN20825",49
20850,-12,552553.357,6803058.189,6,168.604995727539,176.669998168945,NA,"STN20850",45
20875,2,552536.893,6803036.994,6,168.660003662109,178.136245727539,NA,"STN20875",52
20900,6,552532.7795,6803012.014,6,168.47200012207,182.440002441406,NA,"STN20900",54
20925,12,552526.666,6802987.0445,6,168.757507324219,NA,NA,"STN20925",57
20950,16,552518.373,6802975.5635,6,168.740005493164,186.445007324219,NA,"STN20950",59
20975,2,552515.0515,6802946.185,6,168.955001831055,NA,NA,"STN20975",52
21000,0,552511.289,6802922.328,6,168.815002441406,NA,NA,"STN21000",51
21025,8,552503.1755,6802897.368,6,168.990005493164,NA,NA,"STN21025",55
21050,-6,552508.597,6802871.499,6,169.154998779297,NA,NA,"STN21050",48
21075,-20,552507.1315,6802844.6765,6,168.970001220703,NA,NA,"STN21075",41
21100,-26,552509.7995,6802832.541,6,169.100006103516,NA,NA,"STN21100",38
21125,-26,552509.686,6802807.541,6,168.647506713867,NA,NA,"STN21125",38
21150,-22,552505.5725,6802782.561,6,168.854995727539,NA,NA,"STN21150",40
21175,-12,552495.459,6802757.6115,6,168.574996948242,NA,NA,"STN21175",45
21200,-4,552487.3455,6802732.652,6,168.309997558594,NA,NA,"STN21200",49
21225,-2,552485.232,6802707.662,6,168.60400390625,NA,NA,"STN21225",50
21250,0,552483.1185,6802682.6725,6,168.488006591797,NA,NA,"STN21250",51
21275,-1,552490.8885,6802660.8825,6,168.473327636719,184.802001953125,168.456665039062,"STN21275",48
21300,6,552498.4655,6802637.1235,6,168.404998779297,178.598754882812,NA,"STN21300",51
21325,6,552503.9055,6802617.799,6,168.597137451172,186.544998168945,NA,"STN21325",54
21350,-2,552503.193,6802594.559,6,168.536666870117,NA,NA,"STN21350",50
21375,-22,552495.4545,6802561.7265,6,168.184997558594,168.369995117188,NA,"STN21375",40
21400,100,552484.045,6802674.446,6,168.652496337891,NA,NA,"STN21400",101
21425,-32,552418.919,6802567.6415,6,168.195007324219,174.904998779297,NA,"STN21425",34
21450,-33,552413.5615,6802570.377,6,168.460006713867,NA,NA,"STN21450",33
21475,-22,552393.051,6802590.7025,6,168.625,179.600997924805,NA,"STN21475",40
21500,-22,552367.886,6802610.4515,6,169.012496948242,178.992492675781,NA,"STN21500",40
21525,-12,552363.1885,6802623.3885,6,168.421249389648,NA,NA,"STN21525",45
21550,-2,552341.8265,6802642.5165,6,168.296005249023,187.523742675781,NA,"STN21550",50
21575,-6,552321.376,6802657.2025,6,168.365005493164,177.429992675781,NA,"STN21575",48
21600,-7,552304.192,6802675.3885,6,168.139999389648,NA,NA,"STN21600",46
21625,-10,552286.8775,6802684.6005,6,168.210006713867,NA,NA,"STN21625",45
21650,-6,552267.4195,6802696.9565,6,168.294998168945,176.058334350586,NA,"STN21650",48
21675,-10,552243.356,6802709.6565,6,168.509994506836,NA,NA,"STN21675",46
21700,-8,552229.755,6802719.562,6,168.25,NA,NA,"STN21700",47
21725,-3,552211.6055,6802720.053,6,168.183334350586,168.520004272461,168.169998168945,"STN21725",48
21750,8,552186.141,6802712.8945,6,168.186004638672,NA,168.160003662109,"STN21750",55
21775,-10,552170.591,6802688.6755,6,168.520004272461,NA,NA,"STN21775",46
21800,-13,552159.5385,6802680.701,6,168.186660766602,NA,168.25,"STN21800",43
21825,-16,552139.919,6802660.3665,6,168.294998168945,186.914993286133,NA,"STN21825",43
21850,-36,552118.5935,6802630.471,6,168.229995727539,173.695007324219,NA,"STN21850",33
21875,-36,552117.844,6802629.7205,6,168.154998779297,NA,NA,"STN21875",33
21900,-39,552082.849,6802603.6125,6,168.388000488281,168.699996948242,NA,"STN21900",30
21925,-42,552069.6195,6802595.087,6,168.335998535156,168.789993286133,NA,"STN21925",28
21950,-38,552060.441,6802592.684,6,168.436004638672,188.449996948242,NA,"STN21950",29
21975,-28,552013.151,6802579.9255,6,168.460006713867,182.201110839844,168.119995117188,"STN21975",35
22000,-29,551986.777,6802578.226,6,168.262496948242,NA,NA,"STN22000",34
22025,-27,551961.758,6802580.3385,6,168.160003662109,NA,168.066665649414,"STN22025",35
22050,-12,551933.175,6802603.692,6,168.554992675781,170.517501831055,NA,"STN22050",43
22075,-8,551915.877,6802623.801,6,168.389999389648,181.145004272461,NA,"STN22075",47
22100,6,551900.9695,6802644.389,6,168.251998901367,180.751998901367,NA,"STN22100",54
22125,8,551885.8105,6802652.8635,6,168.585006713867,NA,NA,"STN22125",55
22150,-4,551859.764,6802659.5405,6,168.591995239258,NA,NA,"STN22150",49
22175,-4,551839.9815,6802665.439,6,168.4375,NA,NA,"STN22175",49
22200,-4,551814.982,6802665.551,6,168.488006591797,NA,NA,"STN22200",49
22225,-8,551789.966,6802661.663,6,168.457992553711,NA,NA,"STN22225",47
22250,-2,551764.99,6802667.775,6,168.403335571289,NA,NA,"STN22250",50
22275,-4,551739.9825,6802665.887,6,168.354995727539,NA,NA,"STN22275",49
22300,-4,551714.983,6802665.999,6,168.244995117188,NA,NA,"STN22300",49
22325,-4,551695.938,6802659.439,6,168.350006103516,168.529998779297,NA,"STN22325",49
22350,11,551667.7535,6802652.94,6,168.186660766602,175.496673583984,NA,"STN22350",55
22375,18,551645.9185,6802638.894,6,168.190002441406,174.639999389648,NA,"STN22375",59
22400,-2,551649.0165,6802605.908,6,168.179992675781,168.940002441406,NA,"STN22400",46
22425,-11,551656.3535,6802586.2195,6,168.448333740234,178.456253051758,NA,"STN22425",43
22450,-16,551668.263,6802573.491,6,168.550003051758,175.911666870117,NA,"STN22450",43
22475,-34,551700.2445,6802550.1385,6,168.570007324219,175.440002441406,NA,"STN22475",34
22500,-54,551725.015,6802535.4665,6,168.591659545898,NA,NA,"STN22500",24
22525,-54,551725.8435,6802534.351,6,168.637496948242,NA,NA,"STN22525",24
22550,-76,551770.296,6802488.4785,6,168.753326416016,188.057495117188,NA,"STN22550",13
22575,-80,551776.713,6802452.949,6,168.401245117188,NA,NA,"STN22575",11
22600,-48,551744.601,6802428.0775,6,168.592498779297,NA,NA,"STN22600",27
22625,-24,551720.4895,6802403.174,6,168.490005493164,NA,NA,"STN22625",39
22650,-14,551710.378,6802378.214,6,168.733337402344,181.160003662109,NA,"STN22650",44
22675,-26,551710.1425,6802340.622,6,168.225006103516,180.552856445312,NA,"STN22675",38
22700,-52,551719.263,6802308.026,6,168.309997558594,NA,NA,"STN22700",25
22725,-48,551717.007,6802313.418,6,168.386672973633,NA,NA,"STN22725",27
22750,-46,551714.895,6802288.4265,6,168.679992675781,NA,NA,"STN22750",28
22775,-38,551706.7835,6802263.459,6,168.615005493164,185.49333190918,NA,"STN22775",31
22800,-23,551685.6085,6802231.585,6,168.309997558594,175.725006103516,NA,"STN22800",38
22825,-23,551668.7975,6802204.828,6,168.193328857422,NA,NA,"STN22825",38
22850,-12,551654.29,6802197.654,6,168.104995727539,185.053848266602,NA,"STN22850",45
22875,-2,551637.6455,6802175.0965,6,168.352005004883,179.395004272461,NA,"STN22875",50
22900,-8,551628.2945,6802150.956,6,168.5,184.066665649414,NA,"STN22900",47
22925,-14,551628.044,6802134.234,6,168.501998901367,181.223159790039,NA,"STN22925",44
22950,-16,551620.833,6802103.021,6,168.523330688477,NA,NA,"STN22950",43
22975,-22,551609.0505,6802077.8005,6,168.475006103516,172.962493896484,NA,"STN22975",40
23000,-32,551599.932,6802052.4655,6,168.421432495117,181.526000976562,NA,"STN23000",35
23025,-28,551589.793,6802043.5615,6,168.561660766602,NA,NA,"STN23025",37
23050,-18,551572.747,6802026.93,6,168.75,NA,NA,"STN23050",42
23075,-14,551539.913,6802010.479,6,168.820007324219,178.240005493164,NA,"STN23075",44
23100,-22,551517.2155,6802001.6175,6,168.619995117188,176.899169921875,NA,"STN23100",37
23125,-26,551514.547,6801995.9565,6,168.610000610352,178.225708007812,NA,"STN23125",38
23150,-20,551485.1635,6801980.912,6,168.712493896484,171.419998168945,NA,"STN23150",41
23175,-28,551464.139,6801963.8425,6,168.550003051758,NA,NA,"STN23175",37
23200,-28,551457.148,6801958.9145,6,168.686004638672,NA,NA,"STN23200",37
23225,-24,551437.558,6801942.8755,6,168.589996337891,NA,NA,"STN23225",39
23250,-16,551413.578,6801929.5485,6,168.550003051758,NA,NA,"STN23250",43
23275,-26,551381.7695,6801906.623,6,168.397506713867,NA,NA,"STN23275",38
23300,-26,551380.159,6801905.8335,6,168.410003662109,NA,NA,"STN23300",38
23325,-18,551351.495,6801892.4355,6,168.369995117188,NA,NA,"STN23325",42
23350,-26,551319.9745,6801876.3525,6,168.154998779297,176.009994506836,NA,"STN23350",37
23375,-35,551294.939,6801867.4635,6,168.220001220703,180.369995117188,NA,"STN23375",32
23400,-37,551269.931,6801865.5745,6,168.205001831055,NA,NA,"STN23400",31
23425,-36,551244.935,6801866.6855,6,168.736663818359,191.202499389648,NA,"STN23425",33
23450,-36,551219.9355,6801866.7965,6,168.764999389648,NA,NA,"STN23450",33
23475,-36,551225.503,6801869.2785,6,168.744995117188,NA,NA,"STN23475",33
23500,-24,551194.0475,6801858.3265,6,168.229995727539,181.350006103516,NA,"STN23500",39
23525,-26,551164.9095,6801844.4705,6,168.360000610352,NA,NA,"STN23525",38
23550,-26,551159.5755,6801841.105,6,168.283340454102,NA,NA,"STN23550",38
23575,-19,551137.742,6801827.0575,6,168.279998779297,NA,NA,"STN23575",NA
23600,-24,551124.8845,6801805.042,6,168.490005493164,NA,NA,"STN23600",38
23625,-8,551086.442,6801803.372,6,168.695007324219,187.115005493164,NA,"STN23625",47
23650,-8,551061.382,6801803.1695,6,168.720001220703,188.366668701172,NA,"STN23650",47
23675,-10,551033.443,6801811.0855,6,168.524993896484,NA,NA,"STN23675",46
23700,-4,551019.54,6801833.119,6,168.559997558594,187.869995117188,NA,"STN23700",49
23725,2,551007.632,6801855.9025,6,168.350006103516,182.397506713867,NA,"STN23725",52
23750,4,550989.057,6801872.22,6,167.979995727539,NA,NA,"STN23750",53
23775,13,550971.121,6801889.352,6,168.244995117188,NA,NA,"STN23775",53
23800,4,550950.564,6801893.4515,6,168.095001220703,182.380004882812,NA,"STN23800",51
23825,-8,550926.378,6801894.304,6,167.949996948242,NA,NA,"STN23825",47
23850,-14,550903.5085,6801890.195,6,167.970001220703,174.657150268555,NA,"STN23850",44
23875,-12,550878.517,6801892.305,6,168.190002441406,NA,NA,"STN23875",45
23900,-4,550853.549,6801900.415,6,168.503326416016,NA,NA,"STN23900",49
23925,0,550828.565,6801904.525,6,168.565002441406,179.146255493164,NA,"STN23925",51
23950,10,550808.3715,6801917.692,6,168.550003051758,NA,NA,"STN23950",56
23975,0,550786.122,6801921.2645,6,168.539993286133,NA,NA,"STN23975",51
24000,-10,550762.15,6801933.5355,6,168.547500610352,NA,NA,"STN24000",46
24025,-8,550747.729,6801954.43,6,167.945007324219,NA,NA,"STN24025",47
24050,-5,550741.7905,6801981.518,6,168.389999389648,185.50666809082,NA,"STN24050",44
24075,2,550748.9,6802006.49,6,168.115005493164,NA,NA,"STN24075",49
24100,8,550755.01,6802031.4655,6,168.350006103516,185.67333984375,NA,"STN24100",55
24125,4,550751.12,6802056.481,6,168.360000610352,181.679992675781,NA,"STN24125",53
24150,6,550753.23,6802081.473,6,167.967498779297,NA,NA,"STN24150",54
24175,0,550747.3395,6802106.497,6,168.022506713867,NA,NA,"STN24175",51
24200,-10,550731.8545,6802122.2795,6,167.901107788086,175.497772216797,NA,"STN24200",46
24225,2,550723.434,6802146.353,6,167.960006713867,NA,NA,"STN24225",52
24250,4,550701.9655,6802157.331,6,167.963333129883,188.016662597656,NA,"STN24250",53
24275,-10,550673.934,6802158.4045,6,168.380004882812,184.358337402344,NA,"STN24275",45
24300,-16,550657.018,6802163.3335,6,168.179992675781,NA,NA,"STN24300",43
24325,-20,550649.604,6802159.3695,6,168.384994506836,NA,NA,"STN24325",41
24350,-16,550634.6995,6802152.999,6,167.92333984375,185.238571166992,NA,"STN24350",43
24375,-6,550610.6225,6802140.943,6,168.360000610352,180.021255493164,NA,"STN24375",48
24400,2,550588.0415,6802127.559,6,167.736663818359,175.523330688477,NA,"STN24400",52
24425,-2,550574.4365,6802106.2065,6,167.940002441406,NA,NA,"STN24425",50
24450,-2,550557.84,6802087.51,6,168.496673583984,NA,NA,"STN24450",50
24475,-6,550544.2355,6802066.158,6,168.311660766602,NA,NA,"STN24475",48
24500,-26,550520.232,6802034.3315,6,168.488006591797,173.66667175293,NA,"STN24500",38
24525,-36,550494.291,6802023.8715,6,168.475997924805,NA,NA,"STN24525",33
24550,-40,550469.275,6802019.9805,6,168.449996948242,175.139999389648,NA,"STN24550",31
24575,-18,550437.214,6802051.7265,6,167.960006713867,186.078750610352,NA,"STN24575",42
24600,-12,550420.6045,6802074.654,6,168.136001586914,NA,NA,"STN24600",45
24625,-14,550402.6635,6802092.1805,6,168.404006958008,NA,NA,"STN24625",44
24650,-16,550385.6115,6802114.9315,6,168.162506103516,NA,NA,"STN24650",43
24675,-28,550367.4585,6802144.7955,6,168.264999389648,NA,NA,"STN24675",37
24700,-22,550373.5675,6802169.771,6,167.848007202148,171.664993286133,NA,"STN24700",40
24725,-27,550382.7535,6802208.9385,6,167.690002441406,184.804992675781,167.690002441406,"STN24725",36
24750,-80,550347.2235,6802250.3175,6,167.699996948242,181.410003662109,NA,"STN24750",9
24775,-98,550324.365,6802229.1995,6,167.850006103516,NA,NA,"STN24775",2
24800,-22,550396.8535,6802241.3185,6,167.664993286133,NA,NA,"STN24800",39
24825,-12,550389.554,6802259.856,6,167.645004272461,178.651824951172,NA,"STN24825",42
24850,-46,550387.268,6802228.4105,6,167.813339233398,NA,NA,"STN24850",28
24875,-3,550356.9665,6802257.834,6,167.710006713867,NA,NA,"STN24875",48
24900,-4,550336.0075,6802243.9755,6,167.669998168945,NA,NA,"STN24900",47
24925,-10,550319.114,6802230.794,6,167.919998168945,NA,NA,"STN24925",46
24950,-10,550303.3105,6802217.467,6,167.858337402344,NA,NA,"STN24950",46
24975,-20,550275.0555,6802194.7615,6,167.804290771484,NA,NA,"STN24975",40
25000,-20,550267.928,6802191.97,6,167.570007324219,188.904998779297,NA,"STN25000",41
25025,-6,550239.302,6802186.0685,6,167.444000244141,NA,NA,"STN25025",48
25050,-4,550213.843,6802180.1995,6,167.509994506836,NA,NA,"STN25050",49
25075,-8,550189.9165,6802175.3445,6,167.899993896484,176.639999389648,NA,"STN25075",47
25100,-6,550173.432,6802169.0545,6,167.853332519531,178.036666870117,NA,"STN25100",48
25125,-1,550150.829,6802157.8165,6,167.774993896484,NA,167.660003662109,"STN25125",49
25150,0,550129.2455,6802150.205,6,167.643325805664,178.24333190918,NA,"STN25150",51
